path	subsystem	purpose	dynamic_use_evidence	disposition	confidence	owner	tasks	context_pages
tests/integration/test_flux_vae_checkpoint_runtime.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T01,T11,T21	docs/llm_context/index.md
tests/integration/test_flux_vae_checkpoint_transpile.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T01,T11,T21	docs/llm_context/index.md
tests/integration/test_flux_vae_decoder_jax_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T01,T11,T21	docs/llm_context/index.md
tests/integration/test_flux_vae_decoder_source.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T01,T11,T21	docs/llm_context/index.md
tests/integration/test_gpt2_from_transformers_example_jax.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_bfloat16_cast_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_instance_norm_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_parity_conv.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_parity_mlp.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_reciprocal_squeeze_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_reshape_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_jax_topology_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_mlx_instance_norm_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_mlx_parity_conv.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_mlx_parity_mlp.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_model_zoo_generated_runtime_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_nanogpt_tiny_example_jax.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_onnx_to_ir_gather_slice.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_onnx_to_ir_layernorm.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_onnx_to_ir_mlp.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_qwen3_5_example_jax.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_qwen3_5_example_mlx.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_starter_model_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_three_reference_models_transpile.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_transpile_extended_ops_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_unified_backend_parity.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/integration/test_whisper_audio_real_mlx.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T02,T21	docs/llm_context/index.md
tests/integration/test_whisper_audio_transpile_source.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T02,T21	docs/llm_context/index.md
tests/integration/test_whisper_tiny_example_mlx.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	FIX	HIGH	tnnx-test-quality	T02,T21	docs/llm_context/index.md
tests/snapshots/__init__.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/jax_gather_slice.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/jax_layernorm.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/jax_mlp.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/jax_qwen_fused_decoder_ops.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/jax_qwen_ops.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/mlx_gather_slice.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/mlx_layernorm.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/mlx_mlp.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/mlx_qwen_fused_decoder_ops.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/expected/mlx_qwen_ops.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	GENERATED	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/snapshot_utils.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/test_jax_codegen_gather_slice_snapshot.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/test_jax_codegen_layernorm_snapshot.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/test_jax_codegen_snapshot.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/test_mlx_codegen_gather_slice_snapshot.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/test_mlx_codegen_layernorm_snapshot.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/snapshots/test_mlx_codegen_snapshot.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_api_manifest.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_backend_codegen_extended_ops.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_backend_semantic_coverage.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_environment_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_examples_model_zoo_catalog.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_examples_model_zoo_smoke.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_checkpoint_asset_inspection.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_checkpoint_prepare_report.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_fp8_jax_codegen_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_prompt_bridge_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_prompt_npz_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_real_component_loader_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_runtime_env_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_submodule_inventory.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_flux_token_ids_npz_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_initializer_extraction.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_ir_roundtrip.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_ir_validation.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_jax_codegen_bfloat16.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_jax_codegen_instance_norm.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_jax_codegen_reciprocal_squeeze.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_jax_codegen_reshape_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_jax_codegen_topology_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_loc_budget.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_mlx_codegen_instance_norm.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_mlx_conv_padding_validation.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_name_stability.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_onnx_dtype_mapping.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_op_mapping.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_shape_prop.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_topological_emit_order.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_unsupported_op_error.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
tests/unit/test_weight_loader_contract.py	tests	Regression, parity, snapshot, or environment gate	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
uv.lock	repo-config	Repository configuration/process file	import/entry/test/docs grep; see code_index.json and graph_edges.tsv	KEEP	HIGH	tnnx-test-quality	none	docs/llm_context/index.md
